epoch,lr,train_loss,train_acc,train_top3,test_loss,test_acc,test_top3,best_test_acc
1,0.0002,1.5089271069818655,0.33443578733192514,0.7397316522101512,1.4810120814314514,0.3759077788604732,0.7765622989097462,0.3759077788604732
2,0.0002,1.4709196686121861,0.37917812360831354,0.7773587680842632,1.463577935628802,0.3939622363994043,0.7836406758471071,0.3939622363994043
3,0.0002,1.449371350720883,0.3940357170581434,0.7838590928962195,1.4413744155491623,0.39245463403871966,0.7809564082293027,0.3939622363994043
4,0.0002,1.4331776997387846,0.40320399416564184,0.7892746683445213,1.428839969857831,0.409111801584821,0.795315401445092,0.409111801584821
5,0.0002,1.4226839020459006,0.4088544965006108,0.7943736032064456,1.4175070980998958,0.4127153389347502,0.7966943060432792,0.4127153389347502
6,0.0002,1.4145714568992145,0.4142864146888547,0.7986717438112086,1.4313752640073545,0.40988398815980587,0.790939677520178,0.4127153389347502
7,0.0002,1.4081904920540136,0.4184660704290378,0.8011701401798519,1.4069800789111129,0.42082329797209095,0.8033865896931478,0.42082329797209095
8,0.0002,1.4021281898333111,0.4221881294508431,0.8052272253704695,1.4084237223473666,0.42369141953632034,0.8050045044216874,0.42369141953632034
9,0.0002,1.3974872721649139,0.4249296240761245,0.8076765935192864,1.397323288650156,0.41944439337390377,0.8067511169127245,0.42369141953632034
10,0.0002,1.3929068555154271,0.42810215846737787,0.8095437515576674,1.3902080393283167,0.4332150539611333,0.8114026217572761,0.4332150539611333
11,0.0002,1.3874658706170764,0.4318936741339369,0.8129021846157618,1.3875135083064856,0.43286573146292584,0.8149877737125627,0.4332150539611333
12,0.0002,1.3820160885215926,0.43534607794669816,0.8159603198274207,1.3790964500926366,0.4373517677556949,0.8173411042268022,0.4373517677556949
13,0.0002,1.3778583263528759,0.4379445735974865,0.8177784496459753,1.3835600670253005,0.4364876542074976,0.8161644389696825,0.4373517677556949
14,0.0002,1.3724756759037668,0.44149911953488563,0.8204525304689958,1.3762420226480359,0.4395396297181519,0.818480998694637,0.4395396297181519
15,0.0002,1.3718245439270322,0.4429924373970918,0.8207385284179819,1.3679522810695328,0.44621352797337793,0.8232795866963284,0.44621352797337793
16,0.0002,1.3665381500588938,0.44627119959796857,0.8231715538268568,1.3685459344186515,0.44488977955911824,0.8238679193248883,0.44621352797337793
17,0.0002,1.3609371044543594,0.44951727631896127,0.8262215176685447,1.360198072183912,0.45207846886433417,0.8282987994337299,0.45207846886433417
18,0.0002,1.356677023843787,0.4524017699187357,0.8280396474870995,1.356626154106354,0.45251971833575405,0.8329686896729238,0.45251971833575405
19,0.0002,1.3531122117954362,0.4560196439734104,0.8297004784337118,1.3523325730707043,0.4542111746428637,0.830082182714052,0.4542111746428637
20,0.0002,1.348252959261369,0.4594577478887223,0.8322560743921522,1.3545422074950744,0.4523910205732566,0.8293467669283521,0.4542111746428637
21,0.0002,1.3456862775011371,0.46108180767046497,0.8336574643421842,1.351217053760992,0.4545421117464286,0.8321781177032965,0.4545421117464286
22,0.0002,1.3412347735531527,0.4640725290798629,0.835653321457609,1.3484590320943672,0.450699564266147,0.8268279678623301,0.4545421117464286
23,0.0002,1.3374768186636978,0.46592334437830174,0.8374203802138448,1.3355615350687615,0.4665845452372635,0.8380982147781803,0.4665845452372635
24,0.0002,1.333554687046581,0.46917759246926544,0.8395428935638204,1.3416554749569045,0.46447022485337647,0.834641760585391,0.4665845452372635
25,0.0002,1.3296004819022949,0.47228884158573603,0.8409279407739104,1.3382971554159004,0.46279715394090937,0.8357081134746557,0.4665845452372635
